c1ccc(cc1)C[C@H](COC(=O)N)N.Cl
CC(C)C(=O)OC(C)OC(=O)N1CCN2CCc3ccsc3[C@@H]2C1
COC(=O)N1CCN2CCc3ccsc3[C@@H]2C1
c1csc2c1CCSC2CN
CN1CCc2ccsc2C1CN
c1c(csc1C2CNCCO2)F
CN1CCN2CCc3ccsc3[C@@H]2C1
CCOC(=O)C1(C(N(C1C)C)C)c2ccc(c(c2)F)F
[2H]C1([2H])CO[C@@H](CN1)c2ccc(F)cn2
[2H]C1([2H])COC(CN1)c2cccc(C)n2
[2H]C1(CO[C@@H](CN1)c2ccc(cc2)F)[2H]
CC1CCN(CC1)C(=O)c2cccc(c2)OCC3CCCNC3
c1cc(ccc1c2ccc(cc2)Cl)c3[nH]c(nn3)CCN
CN(C)c1ccc2c(c1)CNCCO2
c1csc2c1[C@H](OCC23CC3)CN
C[C@@H]1[C@H](c2c(cc(cn2)F)O1)CNC
C[C@@H]1[C@H](c2c(cccn2)O1)CN
C[C@@H]1[C@H](c2c(cc(cn2)F)O1)CN
Cc1ccc2c(c1)CC(c3c(cccn3)O2)CNC
Cc1ccc2c(c1)CC(c3c(cccn3)O2)CN
CNCC1Cc2cc(ccc2Oc3c1nccc3)Cl
c1cc2c(nc1)C(Cc3cc(ccc3O2)Cl)CN
CNCC1Cc2ccc(cc2Oc3c1cccc3)F
CNCC1c2ccccc2Oc3cc(ccc3O1)F
CNCC1Cc2ccncc2Oc3c1cccc3
CNCC1Cc2ccccc2Oc3c1nccc3
c1cc(c2c(c1)[C@@H](CCO2)CN)c3cncs3
c1cc(c2c(c1)[C@@H](CCO2)CN)c3cccnc3
Cc1ccc(cn1)c2cccc3c2OCC[C@H]3CN
c1cc(c2c(c1)[C@@H](CCO2)CN)c3ccnc(c3)C(F)(F)F
CNC[C@H]1c2c(ccs2)C3(CC3)CO1
CNC[C@H]1c2ccsc2C3(CC3)CO1
c1cc(c2c3c1CCNCC3OCC2)Cl
CC1(c2cccc3c2C(CNCC3)CO1)C
c1c(cc2c3c1CCNCC3COC2)Cl
c1cc2c3c(c1)COC3CNCC2
c1cc2c3c(c1)OCCC3CNCC2
c1cc2c3c(c1)COCC3CNCC2
c1cc2c3c(c1)OCCC3CNC2
c1cc(c2c3c1CCNCC3COC2)F
c1cc(ccc1[C@H]2CNCCO2)NC(=O)c3c4c([nH]n3)CCCC4
CCc1c(c(n[nH]1)C(=O)Nc2ccc(cc2)[C@H]3CNCCO3)Cl
c1cc(ccc1[C@H]2CNCCO2)NC(=O)c3c(c([nH]n3)C4CC4)Cl
CCc1c(c(n[nH]1)C(=O)Nc2ccc(cc2)[C@H]3CNCCO3)F
CN[C@H]1CCCCC1(c2ccc(cc2)F)O
CCc1c(c(n[nH]1)C(=O)Nc2ccc(cc2)[C@H]3CNCCO3)C.Cl
c1cnc(nc1)N2CCN(CC2)/C(=N/C(=N)N)/N.Cl.Cl
COc1ccc(cc1)N2CCN(CC2)/C(=N/C(=N)N)/N.Cl.Cl
c1ccc(c(c1)N2CCN(CC2)/C(=N/C(=N)N)/N)Cl.Cl.Cl
Cc1c(cccc1F)[C@H]2COC(=N2)NC3=N[C@H](CO3)c4cccc(c4C)F
c1ccc(cc1)[C@H]2COC(=N2)NC3=N[C@H](CO3)c4ccccc4
CCN(C[C@H]1COC(=N1)NC2=N[C@H](CO2)CN(CC)c3ccccc3)c4ccccc4
CCN(C[C@H]1COC(=N1)NC2=N[C@H](CO2)c3ccc(c(c3)Cl)Cl)c4ccccc4
c1cc(c(cc1[C@H]2COC(=N2)NC3=N[C@H](CO3)c4ccc(c(c4)Cl)Cl)Cl)Cl
c1cc(c(cc1C/N=C(\N)/N=C(N)N)Cl)Cl.Cl
c1cc(cc(c1)Cl)C/N=C(\N)/N=C(N)N.Cl
c1ccc(c(c1)/N=C(\N)/N=C(N)N)Cl
CCNc1ccc(cc1C(C)C)Cc2ccc(cc2C)CCN.Cl
Cc1cc(cc(c1Cc2ccc(cc2)N)C)OCCN.Cl
c1ccc(cc1)/C=N/NC(=N)N
c1cc(ccc1[C@H]2[C@H]3C[C@@H](O2)CN3)NC(=O)c4ccc(nc4)C(F)(F)F
c1cc(ccc1[C@@H]2[C@@H]3C[C@H](O2)CN3)Br
c1cc(cc(c1)NC(=O)Nc2ccc(cc2)C(F)(F)F)[C@H]3[C@H]4C[C@@H](O3)CN4
CC(C)n1c(cc(n1)OCC(F)(F)F)C(=O)Nc2ccc(cc2)[C@H]3[C@H]4C[C@@H](O3)CN4
c1cc(cc(c1)OC(F)(F)F)NC(=O)c2ccc3c(c2)CC[C@@H](C3)N
c1cc(ccc1NC(=O)Nc2ccc3c(c2)CC[C@@H](C3)N)Cl
c1cc(ccc1C2CC2)NC(=O)Nc3ccc4c(c3)CC[C@@H](C4)N
c1cc(ccc1NC(=O)Nc2ccc3c(c2)CC[C@@H](C3)N)OC(F)(F)F
c1ccc2cc(ccc2c1)C(=O)Nc3ccc4c(c3)CC[C@@H](C4)N
c1cc2c(cc1NC(=O)c3cnn(c3)c4ccc(c(c4)Cl)Cl)CC[C@@H](C2)N
c1cc(ccc1C(F)(F)F)NC(=O)Nc2ccc3c(c2)CC[C@@H](C3)N
c1cc2c(cc1NC(=O)c3c(c(n[nH]3)c4ccc(o4)Cl)Cl)CC[C@@H](C2)N
c1cc(cc(c1)Cl)C(=O)Nc2ccc(cc2)[C@@]34C[C@@H](CO3)NC4
c1cc(cc(c1)Cl)C(=O)Nc2ccc(cc2)[C@]34C[C@H](CO3)NC4
c1cc(ccc1C(=O)Nc2ccc(cc2)[C@]34C[C@H](CO3)NC4)Cl
c1cc(cc(c1)NC(=O)Nc2ccc(cc2)C[C@]34C[C@H](CO3)NC4)C(F)(F)F
c1cc(ccc1C[C@]23C[C@H](CO2)NC3)NC(=O)c4ccc(cc4)Cl
c1cc(cc(c1)Cl)C(=O)Nc2ccc(cc2)[C@]34CC[C@H](CO3)NC4
c1cc(ccc1C(=O)Nc2ccc(cc2)[C@]34CC[C@H](CO3)NC4)Cl
c1cc(cc(c1)Cl)C(=O)Nc2ccc(cc2)C[C@]34C[C@H](CO3)NC4
c1cc(cc(c1)Cl)NC(=O)Nc2ccc(nc2)[C@@H]3CNCCO3
c1cc(ncc1Nc2ccc(cn2)Cl)[C@@H]3CNCCO3
c1cc(ccc1Nc2ccc(nc2)C3CNCCO3)Br
c1cc(ccc1Nc2ccc(nc2)C3CNCCO3)Cl
c1cc(ccc1Nc2ccc(nc2)[C@@H]3CNCCO3)Cl
c1ccc(cc1)C2(OC[C@H](O2)CNCCOc3ccccc3)c4ccccc4
C[C@@]1(OC[C@@H](O1)CNCCOc2c(cccc2OC)OC)c3ccccc3
c1ccc(cc1)[C@@H]2OC[C@@H](O2)CNCCOc3ccccc3
c1ccc(cc1)[C@@H]2OC[C@H](O2)CNCCOc3ccccc3
c1cc(c(cc1NC(=O)c2cnc(cn2)OCC(F)(F)F)F)[C@H]3CNCCO3
c1cc(c(cc1NC(=O)c2cncc(n2)OCC(F)(F)F)F)[C@H]3CNCCO3
c1cc(c(cc1[C@H]2CNCCO2)F)NC(=O)c3cnc(cn3)OCC(F)(F)F
c1cc(c(cc1[C@H]2CNCCO2)F)NC(=O)c3cnc(cn3)C4CC4
c1cc(c(cc1NC(=O)c2cnc(cn2)C3CC3)F)[C@@H]4CNCCO4.Cl
c1ccc2c(c1)ncc(n2)C(=O)Nc3ccc(c(c3)F)[C@H]4CNCCO4.Cl
c1cc(c(cc1NC(=O)c2cnc(cn2)OCC3CC3)F)[C@H]4CNCCO4.Cl
c1cc(c(cc1NC(=O)c2cnc(cn2)OCC3CCC3)F)[C@H]4CNCCO4.Cl
c1cc(c(cc1NC(=O)c2cnc(cn2)OCC(F)(F)F)F)[C@@H]3CNCCO3
c1cc(ccc1[C@H]2CNCCO2)NC(=O)c3cnn(n3)c4ccc(cc4)OC(F)F.Cl
c1cc(cc(c1)Cl)n2ncc(n2)C(=O)Nc3ccc(cc3)[C@H]4CNCCO4.Cl
c1cc(cc(c1)F)n2ncc(n2)C(=O)Nc3ccc(cc3)[C@H]4CNCCO4.Cl
c1cc(ccc1[C@H]2CNCCO2)NC(=O)c3cnn(n3)c4ccc(cc4)C(F)(F)F.Cl
c1cc(ccc1[C@H]2CNCCO2)NC(=O)c3cnn(n3)c4ccc(cc4)Cl.Cl
c1cc(ccc1[C@H]2CNCCO2)NC(=O)c3cnn(n3)c4ccc(cc4)OC(F)(F)F.Cl
Cc1c(cn(n1)c2ccc(cc2)OC(F)F)C(=O)Nc3ccc(cc3)[C@H]4CNCCO4.Cl
c1cc(ccc1[C@H]2CNCCO2)NC(=O)c3cnn(c3)c4ccc(cc4)OC(F)(F)F.Cl
c1cc(ccc1C#N)c2cc(n[nH]2)c3ccc(cc3)C4CNCCO4.Cl
c1cc(ccc1c2cc([nH]n2)c3ccc(cc3)F)[C@H]4CNCCO4.Cl
c1cc(ccc1c2cn(nn2)c3ccc(cc3)[C@H]4CNCCO4)F.Cl
c1cc(ccc1c2cnn(c2)c3ccc(cc3)F)[C@@H]4CNCCO4.Cl
c1cc(ccc1c2cc([nH]n2)c3ccc(cc3F)F)[C@@H]4CNCCO4.Cl
c1cc(ccc1c2cc([nH]n2)c3ccc(cc3)Cl)[C@H]4CNCCO4.Cl
c1cc(ccc1c2cc([nH]n2)c3ccc(cc3)Cl)[C@@H]4CNCCO4.Cl
c1cc(ccc1c2cc([nH]n2)c3ccc(cc3F)F)[C@H]4CNCCO4.Cl
CCN(C[C@@H]1CCCN1)c2ccc(c(c2)Cl)Cl
c1cc(ccc1n2ccc(n2)C(=O)Nc3ccc(cc3F)[C@@H]4CNCCO4)F
c1cc(c(cc1[C@@H]2CNCCO2)F)NC(=O)Nc3ccc(c(c3)C#N)F
c1cc(ccc1n2cc(cn2)C(=O)Nc3ccc(c(c3)F)[C@@H]4CNCCO4)OC(F)F.Cl
c1cc(ccc1n2cc(cn2)C(=O)Nc3ccc(c(c3)F)[C@H]4CNCCO4)OC(F)F.Cl
c1cc(ccc1n2cc(cn2)C(=O)Nc3ccc(c(c3)Cl)[C@H]4CNCCO4)OC(F)F.Cl
c1cc(cc(c1)Cl)c2cc([nH]n2)C(=O)Nc3ccc(cc3)[C@@H]4CNCCO4.Cl
c1cc(ccc1c2cc([nH]n2)C(=O)Nc3ccc(cc3)[C@@H]4CNCCO4)Cl.Cl
c1cc(cc(c1)Cl)c2cc(n[nH]2)C(=O)Nc3ccc(cc3)[C@H]4CNCCO4.Cl
c1ccc(cc1)n2ccc(n2)Nc3ccc(cc3)[C@@H]4CNCCO4
Cc1cc(ncc1Cl)Nc2ccc(cc2)[C@H]3CNCCO3
Cc1cc(ncc1Br)Nc2ccc(cc2)[C@H]3CNCCO3
c1cc2ccc(nc2c(c1)Cl)Nc3ccc(cc3)[C@H]4CNCCO4
c1ccc2cc(ccc2c1)Nc3ccc(cc3)[C@H]4CNCCO4
c1cc(ccc1C2CNCCO2)Nc3ccc(cn3)Cl
CC(C)N(Cc1c[nH]cn1)c2cccc(c2)OC
CC(C)N(Cc1c[nH]cn1)c2cccc(c2)Cl
c1cc(ccc1CC[C@H]2COC(=N2)N)Nc3ccc(cc3)C(F)(F)F
c1cc(ccc1CC[C@H]2COC(=N2)N)Nc3cc(ccn3)C(F)(F)F
c1cc(ccc1CC[C@H]2COC(=N2)N)Nc3ccc(cc3)Cl
Cc1cc(ccc1OC(F)(F)F)Nc2ccc(cc2)CC[C@H]3COC(=N3)N
c1cc(ccc1CCOC(=O)Nc2ccc(cc2)C3CCNC3)OC(F)(F)F
c1cc(ccc1CCOC(=O)Nc2ccc(cc2)C3CCNC3)C(F)(F)F
c1cc(ccc1CCCOC(=O)Nc2ccc(cc2)C3CCNC3)Cl
c1cc(ccc1CC[C@H]2COC(=N2)N)NC(=O)OCc3ccc(cc3)Cl
c1cc(cc(c1)Cl)NC(=O)Nc2ccc(cc2)CC[C@H]3COC(=N3)N
c1cc(ccc1CC[C@H]2COC(=N2)N)NC(=O)Nc3ccc(cn3)Cl
c1cc(ccc1CC[C@H]2COC(=N2)N)NC(=O)Nc3ccc(cc3)C(F)(F)F
c1cc(ccc1CC[C@H]2COC(=N2)N)NC(=O)Nc3ccc(c(c3)Cl)Cl
C[C@@H]1[C@@H](N=C(O1)N)CCCc2ccc(cc2)Cl
C[C@@H]1[C@@H](N=C(O1)N)CCc2ccc(cc2)Cl
C[C@@H]1[C@@H](N=C(O1)N)CCc2ccc(c(c2)Cl)Cl
C[C@@H]1[C@@H](N=C(O1)N)CCCc2ccccc2
C[C@H]1[C@@H](N=C(O1)N)CCc2ccccc2
C[C@H]1[C@@H](N=C(O1)N)CCc2ccc(cc2)Cl
c1cc(cc(c1)Br)OCC[C@H]2COC(=N2)N
c1ccc(cc1)COC(=O)c2cccc(c2)OCC[C@H]3COC(=N3)N
c1cc(cc(c1)Cl)OCC[C@H]2COC(=N2)N
c1cc(ccc1C2(CC2)CC[C@H]3COC(=N3)N)Br
c1cc(c(cc1C2(CC2)CC[C@H]3COC(=N3)N)Cl)F
c1cc(c(cc1OCC[C@H]2COC(=N2)N)Cl)Cl
c1cc(c(cc1OCC[C@H]2COC(=N2)N)Cl)F
c1ccc(cc1)CCC(c2cccc(c2Cl)Cl)NC3=NCCN3
CCC(c1cccc(c1Cl)Cl)NC2=NCCN2
C[C@@H](c1cccc(c1Cl)Cl)NC2=NCCN2
C[C@H](c1cccc(c1Cl)Cl)NC2=NCCN2
CN1CCN(CC1)c2c(cc(cn2)C(=O)NCCc3ccc(cc3)Oc4ccccc4)Br
CN1CCN(CC1)c2c(cc(cn2)C(=O)NCCc3ccc(cc3)Cl)Br
CN1CCN(CC1)c2ccc(cn2)C(=O)NCCc3ccc(cc3)OCc4ccccc4
CN1CCN(CC1)c2ccc(cn2)C(=O)NCCc3ccc(cc3)Cl
CN1CCN(CC1)c2ccc(cn2)C(=O)NCCc3ccc(cc3)Oc4ccccc4
CCN(C[C@@H]1CCN1)c2cccc(c2)Br
CCN(C[C@@H]1CCN1)c2ccc(cc2)Cl
CCN(C[C@H]1CCCN1)c2ccc(cc2)Cl
CC(C)N(C[C@H]1CCCN1)c2ccc(c(c2)Cl)Cl
CCN(C[C@H]1CCCN1)c2cccc(c2)Oc3ccccc3
CC1CCN(CC1)c2c(cc(cn2)C(=O)Nc3cccc(c3)OC)C(F)(F)F
COc1cccc(c1)NC(=O)c2cc(c(nc2)N3CCCC3)C(F)(F)F
COc1cccc(c1)NC(=O)c2ccc(c(c2)C(F)(F)F)N3CCCC3
CC1CCN(CC1)c2ccc(cc2[N+](=O)[O-])C(=O)Nc3cccc(c3)OC
CN1CCN(CC1)c2c(cc(cn2)C(=O)Nc3cccc(c3)Cl)Cl
CCc1cccc2c1c(ccc2)CC3CNC=N3
c1ccc(cc1)CCC2CNC=N2
c1ccc2c(c1)cccc2CC3CNC=N3
Cc1c2ccoc2ccc1NCC3=NCCN3
c1cc(c(c(c1)OCC2=NCCN2)Cl)C(F)(F)F
CC(C)Oc1ccc(cc1)OCc2ccc(cc2)OCC3=NCCN3
c1cc(c(cc1NCC2=NCCN2)Cl)Br
c1cc(c(cc1NCC2=NCCN2)F)Cl
c1ccc(c(c1)CCN)Br
CN(C[C@H]1COC(=N1)N)c2cc(cc(c2)Cl)Cl
c1ccc(c(c1)NC[C@H]2COC(=N2)N)Cl
CN(C[C@H]1COC(=N1)N)c2ccc3ccccc3c2
CN(C[C@H]1COC(=N1)N)c2ccc(c(c2)OC)F
CN(C[C@H]1COC(=N1)N)c2cccc(c2)Br
CN(C[C@H]1COC(=N1)N)c2ccc(cc2)Br
CCN(C[C@@H]1COC(=N1)N)c2ccccc2
c1ccc(c(c1)OC[C@H]2COC(=N2)N)F
c1cc(c(cc1CC[C@H]2COC(=N2)N)Cl)Cl
c1cc(c(cc1Br)Cl)[C@H]2COC(=N2)N
c1cc(c(cc1Cl)[C@H]2COC(=N2)N)Cl
c1c(cc(cc1Cl)Cl)[C@H]2COC(=N2)N
c1c(cc(cc1F)Cl)[C@H]2COC(=N2)N
c1ccc2c(c1)cccc2C[C@H]3COC(=N3)N
c1cc(c(c(c1)Cl)Cl)SCc2cnc[nH]2
c1cc(cc(c1)F)CCc2cnc[nH]2
c1cc(cc(c1)Cl)CCc2cnc[nH]2
c1ccc(c(c1)CCc2cnc[nH]2)Cl
c1c(cc(cc1Cl)Cl)CCc2cnc[nH]2
CC(c1ccccc1Cl)Nc2[nH]ccn2
c1cc(c(c(c1)Cl)Cl)CNc2[nH]ccn2
c1cc(c(c(c1)Cl)Cl)SCc2[nH]ccn2
CC(c1cccc(c1Cl)Cl)Nc2[nH]ccn2
c1ccc(cc1)Oc2cccc3c2CCCN3Cc4cnc[nH]4
c1ccc(cc1)COc2cccc3c2CCCN3Cc4cnc[nH]4
c1cc2c(cc1Br)CCCN2Cc3cnc[nH]3
CCc1cccc2c1N(CC2)Cc3cnc[nH]3
c1cc2c(cc1Br)CCN2Cc3cnc[nH]3
c1cc2c(c(c1)Cl)CCN2Cc3cnc[nH]3
c1ccc(cc1)COc2cccc3c2CCCN3Cc4[nH]ccn4
c1cc2c(c(c1)Cl)N(CC2)Cc3[nH]ccn3
c1cc2c(c(c1)Cl)CCN2Cc3[nH]ccn3
c1cc2c(cc1Cl)N(CC2)Cc3[nH]ccn3
CCc1cccc2c1N(CC2)Cc3[nH]ccn3
c1cc2c(cc1Br)CCN2Cc3[nH]ccn3
c1ccc2c(c1)CCN2Cc3[nH]ccn3
c1ccc(cc1)Oc2cccc3c2CCCN3Cc4[nH]ccn4
CCN(Cc1[nH]ccn1)c2cccc(c2)OCc3ccccc3
CCN(Cc1[nH]ccn1)c2cccc(c2)Oc3ccccc3
COc1cc(ccc1Cl)NCc2[nH]ccn2
c1ccc(cc1)COc2cccc(c2)NCc3[nH]ccn3
c1ccc(cc1)Oc2cccc(c2)NCc3[nH]ccn3
CC(C)N(Cc1[nH]ccn1)c2cccc(c2)Oc3cccnc3
CC(C)N(Cc1[nH]ccn1)c2cccc(c2)OCc3ccccc3
CC(C)N(Cc1[nH]ccn1)c2cccc(c2)Cc3ccccc3
CCN(Cc1cnc[nH]1)c2ccc(c(c2)Cl)F
CCN(Cc1cnc[nH]1)c2cccc(c2)Cl
CC(C)N(Cc1cnc[nH]1)c2ccc(c(c2)Br)Br
CN(Cc1cnc[nH]1)c2cc(cc(c2)Cl)Cl
CC(C)N(Cc1cnc[nH]1)c2cccc(c2)Br
c1cc(cc(c1)Br)NCc2cnc[nH]2
CC(C)N(Cc1cnc[nH]1)c2cc(cc(c2)Cl)Cl
c1cc(cc(c1)Cl)N(Cc2cnc[nH]2)CC3CC3
c1ccc2c(c1)c(ccc2Br)CC3=NCCN3
CCc1ccc(c(c1CC2=NCCN2)CC)Br
[3H]c1ccc(c2c1cccc2)CC3=NCCN3
CCc1cccc(c1CC2=NCCN2)C
CCc1cccc(c1CC2=NCCN2)CC
Cc1c(sc(c1CC2=NCCN2)C)C
CCc1cc(cc(c1Cc2cnc[nH]2)CC)OC
CC(c1ccccc1)c2cnc[nH]2
CCc1cc(cc(c1Cc2cnc[nH]2)CC)Oc3ccccc3
CCc1ccc(c(c1Cc2cnc[nH]2)CC)OCC
CCc1ccc(c(c1Cc2cnc[nH]2)CC)OC
c1coc2c1cc(cc2Cc3c[nH]cn3)Br
c1ccc2c(c1)CCCC2c3cnc[nH]3
Cc1ccc2c(c1)OCCC2c3cnc[nH]3
c1cc2c(c(c1)Br)CCCC2C3=NCCN3
c1cc2c(cc1F)OCCC2c3cnc[nH]3
c1cc2c(cc1F)C(CCO2)c3cnc[nH]3
c1ccc(cc1)Oc2ccc(c3c2cccc3)CCN.Cl
c1cc(c(c(c1)Cl)CCN)Cl
c1ccc(c(c1)CCN)Cl
C[C@@H](Cc1ccccc1)N
Ligand
CCCOC1CCCN(C1)C(=O)c1cc(Cl)c(Cl)cc1C(O)=O
Nc1nc(Nc2ccccc2)nc2ccccc12
O=c1nc(nc(Nc2ccccc2)[nH]1)N1CCCC1
O=C(CCN1CCC(C1)c1ccccc1)c1cccs1
Fc1ccccc1N1CCN(CC1)C(c1cccs1)c1nnnn1CCc1ccccc1
Cc1ccc(NC(=O)CCN2CCc3ccccc3C2)cc1
Nc1nc(Nc2cccc(F)c2)nc2ccccc12
CN1C2NCN(CCc3ccccc3)CC2C(=O)N(C)C1=O
COc1ccc(cc1)C(N1CCN(CC1)C1CCCC1)c1nnnn1CCc1ccccc1
O=C(Nc1nncs1)Nc1ccccc1
CCCn1c(O)c(CN2CCCC(C)C2)c(C)c(C#N)c1=O
C1CN=C(N1)C1CCCc2ccccc12
CCOC(=O)C(NC(C)=O)(N1CCc2ccccc2C1)C(F)(F)F
O=C(CCN1CCCC1Cc1ccccc1)c1ccc2OCCOc2c1
O=C(CCN1CCc2ccccc2CC1)c1ccc2OCCOc2c1
c1cc(ccc1CCN)O
COc1ccc(Nc2cc(C)nc(n2)N2CCOCC2)cc1
CC1(C)CCCN(C1)C(=O)c1coc(=O)c(Br)c1
C(Cc1ccccc1)N1CNC(Nc2nc3ccccc3o2)=NC1
C(CN1CCOCC1)CN1CN(CCc2ccccc2)Cn2c1nc1ccccc21
Cn1cccc1CNCCc1ccccc1F
O=C(CSc1nnc([nH]1)-c1ccccc1)NC(=O)NCc1ccco1
O=C(NCN1CCc2ccccc2C1)c1cnccn1
CC(N=C1CCCN1)c1ccccc1
COc1ccc(Nc2nc(N3CCCC3)c3ccccc3n2)cc1
C1Oc2cc3nc(sc3cc2O1)N1CCc2ccccc2C1
Brc1ccc(cc1)-n1c(=O)cc(Nc2ccc3OCOc3c2)[nH]c1=O
CC1CCCN(CCC(=O)c2ccc(Br)cc2)C1
OC(=O)C1CC=C(Cl)CC1C(=O)NCC1OCCc2ccccc12
Cc1ccccc1-n1c(=O)cc([nH]c1=O)N1CCc2ccccc2C1
O=C1NCCCC(C#N)C1=NCCc1ccccc1
CC1OC(NCCc2ccccc2)C(O)C(O)C1O
O=C(NCCc1ccccc1)C1CCCN(C1)S(=O)(=O)c1cccc2nsnc12
Cn1c2ccc(cc2n(C)c(=O)c1=O)S(=O)(=O)NCCc1ccccc1
Cn1c2nc(Nc3ccccc3)[nH]c2c(=O)n(C)c1=O
[H]C12CC([H])(C=C1)C(C2C(O)=O)C(=O)NCCc1ccccc1
[#6]\[#6](-[#7]-1-[#6]-[#6]-c2ccccc2-[#6]-1)=[#6]-1\[#6](=O)-c2ccccc2-[#6]-1=O
C(Cc1ccccc1)Nc1ncnc2nc[nH]c12
CN1CCN(CC1)c1ccc(NC(=O)c2cccc(OCc3ccccc3)c2)cc1
O=c1ccnc(NCCc2ccccc2)[nH]1
CC1NC(=O)NC1CCCCCC(=O)NCCc1ccccc1
OC(=O)C1CCCCC1C(=O)NCCc1cccc(Cl)c1
OC(=O)C1CCCCC1C(=O)NCCc1ccccc1
O=C(Cn1cnc2c3ccccc3oc2c1=O)NCCc1ccccc1
Oc1c(sc2ncnn12)C(N1CCc2ccccc2C1)c1ccc(F)cc1
OC(=O)C1CC=CCC1C(=O)NCCc1ccccc1
CC1=C(CCC1=O)NCCc1ccccc1
Oc1ccc(C=NCC2COc3ccccc3O2)cc1
[#6]C1([#6])[#6]-[#6](=O)\[#6](=[#6]\[#7]-[#6]-[#6]-c2ccc(-[#8])cc2)-[#6](=O)-[#6]1
[H]C12CC([H])(C=C1)C(C2C(O)=O)C(=O)NCCC1=CCCCC1
[O-][N+](=O)c1ccc(cc1)-c1c(ncc2ccc(F)cc12)-c1ccccc1
[O-][N+](=O)c1ccc(cc1)-c1c(ncc2cc(F)ccc12)-c1ccccc1
Cc1ccc(cc1)S(=O)(=O)N1[C@@H](CC=C([C@@H]1c1ccc(Br)cc1)C(O)=O)c1ccc(Cl)cc1
COc1ccc(cc1)-n1nnnc1C(C1CC1)N1CCC(CC1)n1c2ccccc2[nH]c1=O
COC(=O)Cc1nnn2CCO[C@H]([C@@H](C)c12)c1ccccc1Br
CNCCc1cccc(Br)c1
CN(C)CCc1ccccc1Br
CNCCc1ccccc1Br
CN(C)CCc1ccc(Cl)cc1
CNCCc1ccc(Cl)cc1
CN(C)CCc1cccc(Cl)c1
CNCCc1cccc(Cl)c1
CN(C)CCc1ccccc1Cl
CNCCc1ccccc1Cl
CN(C)CCc1ccc(F)cc1
CNCCc1ccc(F)cc1
CN(C)CCc1cccc(F)c1
CNCCc1cccc(F)c1
CN(C)CCc1ccccc1F
CNCCc1ccccc1F
CN(C)CCc1ccccc1
CNCCc1ccccc1
CC(C)(N)Cc1ccccc1
C[C@@H](N)Cc1ccccc1
C[C@H](N)Cc1ccccc1
N[C@H]1C[C@@H]1c1ccccc1
NCC(c1ccccc1)c1ccccc1
CC(C)C(CN)c1ccccc1
NCC1(CC1)c1ccccc1
